game,song_name,credit
Pokémon Ruby Version & Pokémon Sapphire Version,Petalburg City,Latios212
Pokémon Ruby Version & Pokémon Sapphire Version,Petalburg Woods,Th3Gavst3r
Pokémon Ruby Version & Pokémon Sapphire Version,Poké Mart,GreekGeek
Pokémon Ruby Version & Pokémon Sapphire Version,Pokémon Contest!,Nana1Popo2
Pokémon Card GB2: Here Comes Team GR!,To a New Island,Don Valentino
Pokémon Crystal Version,Battle Tower (Johto),Th3Gavst3r
Pokémon Crystal Version,Battle Tower Reception Desk,Latios212
Pokémon Crystal Version,Battle! (Suicune),Dudeman
Pokémon Crystal Version,Clair,Tobbeh99
Pokémon Crystal Version,Clair (Four Hands),Tobbeh99
Pokémon Crystal Version,Eusine,Magic Mole
Pokémon Crystal Version,Mobile Adapter 1,Magic Mole
Pokémon Crystal Version,Mobile Adapter 2,Th3Gavst3r
Pokémon Crystal Version,Opening Movie,Th3Gavst3r
Pokémon Crystal Version,Pokégear Radio: Buena's Password,Oronoco
Pokémon Crystal Version,Pokémon Communication Center,Latios212
Pokémon Crystal Version,Title Screen,Altissimo
Pokémon Gold Version & Pokémon Silver Version,A Rival Appears!,Altissimo
Pokémon Ruby Version & Pokémon Sapphire Version,Pokémon Healed,CLBGM
Pokémon Ruby Version & Pokémon Sapphire Version,Route 101,Latios212
Pokémon Ruby Version & Pokémon Sapphire Version,Route 104,Altissimo
Pokémon Ruby Version & Pokémon Sapphire Version,Route 110,Latios212
Pokémon Ruby Version & Pokémon Sapphire Version,Route 111,Tangy
Pokémon Ruby Version & Pokémon Sapphire Version,Route 111 (Two Pianos),Joel Hands-Otte
Pokémon Ruby Version & Pokémon Sapphire Version,Route 120,DrP
Pokémon Ruby Version & Pokémon Sapphire Version,Sealed Chamber (Four Hands),JDMEK5
Pokémon Ruby Version & Pokémon Sapphire Version,Slateport City,Th3Gavst3r
Pokémon Ruby Version & Pokémon Sapphire Version,Sootopolis City,Joel Hands-Otte
Pokémon Ruby Version & Pokémon Sapphire Version,Surf,Altissimo
Pokémon Ruby Version & Pokémon Sapphire Version,The End,Latios212
Pokémon Ruby Version & Pokémon Sapphire Version,The Trick House,Latios212
Pokémon Ruby Version & Pokémon Sapphire Version,Trainers' School,Don Valentino
Pokémon Ruby Version & Pokémon Sapphire Version,Verdanturf Town,Echo
Pokémon Gold Version & Pokémon Silver Version,A Rival Appears! (Version 2),Altissimo
Pokémon Gold Version & Pokémon Silver Version,An Adventure Begins!,HugoMeister
Pokémon Gold Version & Pokémon Silver Version,Azalea Town,Thomas Wilson
Pokémon Gold Version & Pokémon Silver Version,Battle! (Champion),HugoMeister
Pokémon Gold Version & Pokémon Silver Version,Battle! (Gym Leader—Johto Version),Dudeman
Pokémon Gold Version & Pokémon Silver Version,Battle! (Gym Leader—Kanto Version),Dudeman
Pokémon Gold Version & Pokémon Silver Version,Battle! (Rival),Tangy
Pokémon Gold Version & Pokémon Silver Version,Battle! (Team Rocket),Dudeman
Pokémon Gold Version & Pokémon Silver Version,Battle! (Trainer Battle—Johto Version),JDMEK5
Pokémon Gold Version & Pokémon Silver Version,Battle! (Trainer Battle—Kanto Version),Dudeman
Pokémon Gold Version & Pokémon Silver Version,Battle! (Wild Pokémon—Johto Version),Bespinben
Pokémon Gold Version & Pokémon Silver Version,Bicycle,DrP
Pokémon Gold Version & Pokémon Silver Version,Burned Tower,Thomas Wilson
Pokémon Gold Version & Pokémon Silver Version,Celadon City,JDMEK5
Pokémon Ruby Version & Pokémon Sapphire Version,Victory Road,Tobbeh99
Pokémon Ruby Version & Pokémon Sapphire Version,Victory! (Wild Pokémon),Nana1Popo2
Rhythm Tengoku,Night Walk,Latios212
Rhythm Tengoku,Sneaky Spirits,WaluigiTime64
Super Mario Advance,Bonus Stage (Mario Bros. Classic),Don Valentino
Super Mario Advance,Game Select,Don Valentino
Super Mario Advance,Inside a Jar,Don Valentino
Super Mario Advance,Mario Bros. Classic,Don Valentino
Super Mario Advance,Yoshi Egg Challenge,Don Valentino
Super Mario Advance 4: Super Mario Bros. 3,World-e,LeviR.star
Tactics Ogre: The Knight of Lodis,Angel's Headstone,Renaud Bergeron
Tactics Ogre: The Knight of Lodis,Battle BGM 5,Renaud Bergeron
Tactics Ogre: The Knight of Lodis,Battle BGM 7,Renaud Bergeron
The Legend of Zelda: A Link to the Past and Four Swords,Chambers of Insight,Don Valentino
The Legend of Zelda: A Link to the Past and Four Swords,Sea of Trees,Cashwarrior1
Pokémon Gold Version & Pokémon Silver Version,Cherrygrove City,Latios212
Pokémon Gold Version & Pokémon Silver Version,Dragon's Den,Thomas Wilson
Pokémon Gold Version & Pokémon Silver Version,Ecruteak City,Echo
Pokémon Gold Version & Pokémon Silver Version,Ecruteak Dance Theater,Thomas Wilson
Pokémon Gold Version & Pokémon Silver Version,Elm Pokémon Lab,Thomas Wilson
Pokémon Gold Version & Pokémon Silver Version,Ending,Oronoco
Pokémon Gold Version & Pokémon Silver Version,Evolution,Th3Gavst3r
Pokémon Gold Version & Pokémon Silver Version,Fanfares Collection,Th3Gavst3r
Pokémon Gold Version & Pokémon Silver Version,Goldenrod City,Thomas Wilson
Pokémon Gold Version & Pokémon Silver Version,Goldenrod Game Corner,Dudeman
Pokémon Gold Version & Pokémon Silver Version,Hurry Along,Latios212
Pokémon Gold Version & Pokémon Silver Version,Hurry Along 2,Altissimo
Pokémon Gold Version & Pokémon Silver Version,Ice Path,Echo
Pokémon Gold Version & Pokémon Silver Version,Lavender Town,Tangy
Pokémon Gold Version & Pokémon Silver Version,Magnet Train,Latios212
Pokémon Gold Version & Pokémon Silver Version,Mt. Moon,Don Valentino
Pokémon Gold Version & Pokémon Silver Version,National Park,The Deku Trombonist
Pokémon Gold Version & Pokémon Silver Version,New Bark Town,Echo
Pokémon Gold Version & Pokémon Silver Version,Olivine Lighthouse,Altissimo
The Legend of Zelda: The Minish Cap,Adventurer's Spring,Latios212
The Legend of Zelda: The Minish Cap,Cloud Tops,dajwxp
The Legend of Zelda: The Minish Cap,Dark Hyrule Castle,Zeila
The Legend of Zelda: The Minish Cap,Ezlo Appears,NocturneOfShadow
The Legend of Zelda: The Minish Cap,Flashback,MoldyPond
The Legend of Zelda: The Minish Cap,Game Over,Don Valentino
The Legend of Zelda: The Minish Cap,House,braix
The Legend of Zelda: The Minish Cap,Hyrule Castle,Don Valentino
The Legend of Zelda: The Minish Cap,Into the Skies,Don Valentino
The Legend of Zelda: The Minish Cap,Minigame,Zeila
The Legend of Zelda: The Minish Cap,Minish Village,Don Valentino
The Legend of Zelda: The Minish Cap,Minish Woods,Cashwarrior1
The Legend of Zelda: The Minish Cap,Mt. Crenel,NocturneOfShadow
The Legend of Zelda: The Minish Cap,Palace of Winds,Nintendude73
Pokémon Gold Version & Pokémon Silver Version,Opening Movie,Altissimo
Pokémon Gold Version & Pokémon Silver Version,Pallet Town,Altissimo
Pokémon Gold Version & Pokémon Silver Version,Pewter City,DrP
Pokémon Gold Version & Pokémon Silver Version,Pokégear Radio: Poké Flute,Latios212
Pokémon Gold Version & Pokémon Silver Version,Pokégear Radio: Pokémon Channel,Th3Gavst3r
Pokémon Gold Version & Pokémon Silver Version,Pokégear Radio: Pokémon Lullaby,The Deku Trombonist
Pokémon Gold Version & Pokémon Silver Version,Pokégear Radio: Pokémon March,Altissimo
Pokémon Gold Version & Pokémon Silver Version,Pokégear Radio: Professor Oak’s Pokémon Talk,Latios212
Pokémon Gold Version & Pokémon Silver Version,Pokémon Center,Altissimo
Pokémon Gold Version & Pokémon Silver Version,Pokémon Gym,Dudeman
Pokémon Gold Version & Pokémon Silver Version,Professor Oak,Thomas Wilson
Pokémon Gold Version & Pokémon Silver Version,Radio Tower Occupied!,Thomas Wilson
Pokémon Gold Version & Pokémon Silver Version,Rock Tunnel,Latios212
Pokémon Gold Version & Pokémon Silver Version,Route 1,Latios212
Pokémon Gold Version & Pokémon Silver Version,Route 11,braix
The Legend of Zelda: The Minish Cap,Peace Returns,Onionleaf
The Legend of Zelda: The Minish Cap,Picori Festival,Latios212
The Legend of Zelda: The Minish Cap,Picori Festival (Four Hands),Don Valentino
The Legend of Zelda: The Minish Cap,Princess Zelda,Lkjhgfdsa_77
The Legend of Zelda: The Minish Cap,Quest Begins,JDMEK5
The Legend of Zelda: The Minish Cap,Rainy Mt. Crenel,NocturneOfShadow
The Legend of Zelda: The Minish Cap,Story,Don Valentino
The Legend of Zelda: The Minish Cap,Syrup the Witch,Nintendude73
The Legend of Zelda: The Minish Cap,Temple of Droplets,Don Valentino
Wario Land 4,Crescent Moon Village,Nine Lives
Wario Land 4,Hall of Hieroglyphs,Don Valentino
Wario Land 4,Monsoon Jungle,Yug Guy
Wario Land 4,Mystic Lake,Yug Guy
Wario Land 4,The Big Board,quiggly650
Wario Land 4,Toy Block Tower,The Deku Trombonist
Pokémon Gold Version & Pokémon Silver Version,Route 26,Latios212
Pokémon Gold Version & Pokémon Silver Version,Route 29,Altissimo
Pokémon Gold Version & Pokémon Silver Version,Route 3,Altissimo
Pokémon Gold Version & Pokémon Silver Version,Route 30,Latios212
Pokémon Gold Version & Pokémon Silver Version,Route 34,Altissimo
Pokémon Gold Version & Pokémon Silver Version,Route 38,Altissimo
Pokémon Gold Version & Pokémon Silver Version,Route 42,Latios212
Pokémon Gold Version & Pokémon Silver Version,Ruins of Alph,Th3Gavst3r
Pokémon Gold Version & Pokémon Silver Version,S.S. Aqua,Magic Mole
Pokémon Gold Version & Pokémon Silver Version,Sprout Tower,dahans
Pokémon Gold Version & Pokémon Silver Version,Surf,Echo
Pokémon Gold Version & Pokémon Silver Version,Team Rocket HQ,Zeila
Pokémon Gold Version & Pokémon Silver Version,The Bug-Catching Contest,Altissimo
Pokémon Gold Version & Pokémon Silver Version,The Bug-Catching Contest Begins!,Latios212
Pokémon Gold Version & Pokémon Silver Version,THE END,Oronoco
Pokémon Gold Version & Pokémon Silver Version,The Hall of Fame,JDMEK5
Pokémon Gold Version & Pokémon Silver Version,The Pokémon League,Altissimo
Pokémon Gold Version & Pokémon Silver Version,Tin Tower,Altissimo
Pokémon Gold Version & Pokémon Silver Version,Title Screen,Altissimo
Pokémon Gold Version & Pokémon Silver Version,Trainers' Eyes Meet (Boy 1),Tobbeh99
Pokémon Gold Version & Pokémon Silver Version,Trainers' Eyes Meet (Boy 2),Latios212
Pokémon Gold Version & Pokémon Silver Version,Trainers' Eyes Meet (Girl 1),Tobbeh99
Pokémon Gold Version & Pokémon Silver Version,Trainers' Eyes Meet (Girl 2),Saria
Pokémon Gold Version & Pokémon Silver Version,Trainers' Eyes Meet (Kimono Girl),Tobbeh99
Pokémon Gold Version & Pokémon Silver Version,Trainers' Eyes Meet (Sage),Tobbeh99
Pokémon Gold Version & Pokémon Silver Version,Trainers' Eyes Meet (Suspicious Figure 1),Tobbeh99
Pokémon Gold Version & Pokémon Silver Version,Trainers' Eyes Meet (Suspicious Figure 2),Tobbeh99
Pokémon Gold Version & Pokémon Silver Version,Trainers' Eyes Meet (Team Rocket),Jordan Knapp
Pokémon Gold Version & Pokémon Silver Version,Union Cave,Th3Gavst3r
Pokémon Gold Version & Pokémon Silver Version,Vermilion City,Altissimo
Pokémon Gold Version & Pokémon Silver Version,Victory Road,Altissimo
Pokémon Gold Version & Pokémon Silver Version,Victory! (Gym Leader),Dudeman
Pokémon Gold Version & Pokémon Silver Version,Victory! (Trainer Battle),Latios212
Pokémon Gold Version & Pokémon Silver Version,Victory! (Wild Pokémon),Latios212
Pokémon Gold Version & Pokémon Silver Version,Violet City,Altissimo
Pokémon Gold Version & Pokémon Silver Version,Viridian Forest,braix
Pokémon Pinball,Catch 'Em and Evolution Mode in Red Field,FierceDeity
Pokémon Pinball,Field Select,FierceDeity
Pokémon Pinball,Gastly in the Graveyard,Th3Gavst3r
Pokémon Pinball,Haunter in the Graveyard,Th3Gavst3r
Pokémon Pinball,Options,Th3Gavst3r
Pokémon Pinball,Pokédex,FierceDeity
Pokémon Pinball,Red Field Theme,FierceDeity
Pokémon Pinball,Title Screen,Th3Gavst3r
Animal Crossing: New Leaf,10:00 A.M.,Sebastian
Pokémon Puzzle Challenge,Cherrygrove City/Mahogany Town,Nine Lives
Pokémon Trading Card Game,Duel,Olimar12345
Pokémon Trading Card Game,Title Screen,Thomas Wilson
Pokémon Trading Card Game,"Water, Rock, and Psychic Clubs",Bubbles
Scooby-Doo! Classic Creep Capers,Chapter 1 - It's a Mystery,Th3Gavst3r
Scooby-Doo! Classic Creep Capers,Chapter 1 Intro,Th3Gavst3r
Shantae,Burning Town,WandringMinstrel
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,A Date with Rosa,Thomas Wilson
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Boss Battle!,Dudeman
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Din's Dance,Don Valentino
Animal Crossing: New Leaf,10:00 P.M.,Sebastian
Animal Crossing: New Leaf,11:00 A.M.,Sebastian
Animal Crossing: New Leaf,11:00 P.M.,Bubbles
Animal Crossing: New Leaf,12:00 P.M.,Sebastian
Animal Crossing: New Leaf,1:00 A.M.,Sebastian
Animal Crossing: New Leaf,1:00 P.M.,Jordan Knapp
Animal Crossing: New Leaf,2:00 A.M.,Sebastian
Animal Crossing: New Leaf,2:00 P.M.,Sebastian
Animal Crossing: New Leaf,3:00 A.M.,Sebastian
Animal Crossing: New Leaf,3:00 P.M.,Sebastian
Animal Crossing: New Leaf,4:00 A.M.,Sebastian
Animal Crossing: New Leaf,4:00 P.M.,Sebastian
Animal Crossing: New Leaf,5:00 A.M.,Sebastian
Animal Crossing: New Leaf,5:00 P.M.,Olimar12345
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Explorer's Crypt,Dudeman
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Fairy's Fountain,Don Valentino
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Fairy's Fountain and Impa's Odd Arrival,Leftie
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,"Ganon, King of Evil",Don Valentino
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Hero's Cave,Dudeman
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Horon Village,Don Valentino
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,House,Don Valentino
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Jabu Jabu's Belly,Winter
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Level 1 (Gnarled Root Dungeon),Tobbeh99
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Level 2 (Wing Dungeon),Dudeman
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Level 4 (Dancing Dragon Dungeon),Tobbeh99
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Level 6 (Ancient Ruins),Dudeman
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Lynna City,Jimbabwe
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Maku Path,Don Valentino
Animal Crossing: New Leaf,6:00 A.M.,Sebastian
Animal Crossing: New Leaf,7:00 A.M.,Sebastian
Animal Crossing: New Leaf,7:00 P.M.,Sebastian
Animal Crossing: New Leaf,8:00 A.M.,Sebastian
Animal Crossing: New Leaf,8:00 P.M.,The Deku Trombonist
Animal Crossing: New Leaf,9:00 A.M.,Sebastian
Animal Crossing: New Leaf,9:00 P.M.,Sebastian
Animal Crossing: New Leaf,Being Chased by a Bee,Sebastian
Animal Crossing: New Leaf,Bubblegum K.K.,Sebastian
Animal Crossing: New Leaf,Bubblegum K.K. (Aircheck),Sebastian
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Nayru's Song,Don Valentino
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Poison Moth's Lair,Don Valentino
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Ralph's Theme,Leftie
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Sadness,Tobbeh99
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Samasa Desert,Tobbeh99
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Sea of No Return/Skull Pirate Departure,MoldyPond
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Secrets of the Oracles,Don Valentino
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Skull Dungeon,Dekudude
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Skull Pirates,Don Valentino
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Snake's Remains,Dudeman
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Subrosia,Thomas Wilson
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Subrosia Dance,PikaLink1
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Subrosian Market,Don Valentino
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Sunken City,Don Valentino
Animal Crossing: New Leaf,Bubblegum K.K. (Music Box),Sebastian
Animal Crossing: New Leaf,Club LOL,Tobbeh99
Animal Crossing: New Leaf,Fireworks,Sebastian
Animal Crossing: New Leaf,Fortune Shop,Sebastian
Animal Crossing: New Leaf,Hypno K.K.,Tobbeh99
Animal Crossing: New Leaf,Hypno K.K. (Aircheck),Tobbeh99
Animal Crossing: New Leaf,Hypno K.K. (Music Box),Tobbeh99
Animal Crossing: New Leaf,Igloo,Sebastian
Animal Crossing: New Leaf,K.K. Adventure (Aircheck),AwesomeYears
Animal Crossing: New Leaf,K.K. Bazaar,Tobbeh99
Animal Crossing: New Leaf,K.K. Bazaar (Aircheck),Tobbeh99
Animal Crossing: New Leaf,K.K. Bazaar (Music Box),Tobbeh99
Animal Crossing: New Leaf,K.K. Birthday,TheMarioPianist
Animal Crossing: New Leaf,K.K. Birthday (Aircheck),TheMarioPianist
Animal Crossing: New Leaf,K.K. Birthday (Music Box),TheMarioPianist
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Sword and Shield Maze,Dudeman
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Tarm Ruins/Lost Woods,Dudeman
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Temple of Seasons,Don Valentino
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Two Quests of the Triforce,Don Valentino
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Under the Sea,Dudeman
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Unicorn's Cave,Dudeman
The Legend of Zelda: Oracle of Ages & The Legend of Zelda: Oracle of Seasons,Zelda Awakens,Tobbeh99
Wario Land 3,"Colossal Hole, Cave of Flames",Nine Lives
Wario Land 3,Map Screen (Daytime),Cryo
Wario Land 3,The Frigid Sea,Cryo
Animal Crossing: New Leaf,K.K. Disco,TheMarioPianist
Animal Crossing: New Leaf,K.K. Disco (Aircheck),TheMarioPianist
Animal Crossing: New Leaf,K.K. Disco (Music Box),TheMarioPianist
Animal Crossing: New Leaf,K.K. Island (Aircheck),ThatGamer
Animal Crossing: New Leaf,K.K. Jongara,Sebastian
Animal Crossing: New Leaf,K.K. Jongara (Aircheck),AwesomeYears
Animal Crossing: New Leaf,K.K. Moody,Devster44
Animal Crossing: New Leaf,K.K. Stroll,Tobbeh99
Animal Crossing: New Leaf,K.K. Stroll (Aircheck),Tobbeh99
Animal Crossing: New Leaf,K.K. Stroll (Music Box),Tobbeh99
Animal Crossing: New Leaf,Loading the Game (Isabelle),Tobbeh99
Animal Crossing: New Leaf,Main Street by Day,Olimar12345
Animal Crossing: New Leaf,Main Theme,Tobbeh99
Wario Land 3,Tidal Coast,FierceDeity
Animal Crossing: New Leaf,Museum & Exhibit Room,Tobbeh99
Animal Crossing: New Leaf,New Year's Day,Sebastian
Animal Crossing: New Leaf,Nook's Homes,Latios212
Animal Crossing: New Leaf,Police Station,Sebastian
Animal Crossing: New Leaf,Space K.K.,Tobbeh99
Animal Crossing: New Leaf,Space K.K. (Aircheck),Tobbeh99
Animal Crossing: New Leaf,Space K.K. (Music Box),Tobbeh99
Animal Crossing: New Leaf,Town Hall,FireArrow
Animal Crossing: New Leaf,Toy Day (Christmas),Tobbeh99
Animal Crossing: New Leaf,Welcome to Our Village (Not the Mayor),Bubbles
Bravely Default,Baby Bird,Libera
Bravely Default,Beneath The Hollow Moon,Code_Name_Geek
Bravely Default,Cave of Darkness,Maelstrom
Bravely Default,Instant of Eternity,Maelstrom
Bravely Default,Love's Vagrant,Maelstrom
Bravely Default,Serpent Devouring the Horizon,Maelstrom
Bravely Default,The Immortal Country,Libera
Bravely Default,Victory's Delight,Maelstrom
